CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;COLUNA_DF;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Lucro;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Lucros ou Prejuízos Acumulados;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Lucros ou Prejuízos Acumulados;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Outros Resultados Abrangentes;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Outros Resultados Abrangentes;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Participação dos Não Controladores;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Participação dos Não Controladores;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido Consolidado;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido Consolidado;5.04.06;Dividendos;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Capital Social Integralizado;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Capital Social Integralizado;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Lucro;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Lucros ou Prejuízos Acumulados;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Lucros ou Prejuízos Acumulados;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Outros Resultados Abrangentes;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Outros Resultados Abrangentes;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Participação dos Não Controladores;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Participação dos Não Controladores;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido Consolidado;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido Consolidado;5.04.07;Juros sobre Capital Próprio;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Capital Social Integralizado;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Capital Social Integralizado;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.08;Aquisição de Participação de não Controladores;4128.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Lucro;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Lucros ou Prejuízos Acumulados;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Lucros ou Prejuízos Acumulados;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Outros Resultados Abrangentes;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Outros Resultados Abrangentes;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido;5.04.08;Aquisição de Participação de não Controladores;4128.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Participação dos Não Controladores;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Participação dos Não Controladores;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido Consolidado;5.04.08;Aquisição de Participação de não Controladores;4128.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido Consolidado;5.04.08;Aquisição de Participação de não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Capital Social Integralizado;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Capital Social Integralizado;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.09;Adiantamento para Futuro Aumento de Capital;-3459250.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Lucro;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Lucros ou Prejuízos Acumulados;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Lucros ou Prejuízos Acumulados;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Outros Resultados Abrangentes;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Outros Resultados Abrangentes;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido;5.04.09;Adiantamento para Futuro Aumento de Capital;-3459250.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Participação dos Não Controladores;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Participação dos Não Controladores;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido Consolidado;5.04.09;Adiantamento para Futuro Aumento de Capital;-3459250.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido Consolidado;5.04.09;Adiantamento para Futuro Aumento de Capital;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Capital Social Integralizado;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Capital Social Integralizado;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Lucro;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Lucros ou Prejuízos Acumulados;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Lucros ou Prejuízos Acumulados;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Outros Resultados Abrangentes;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Outros Resultados Abrangentes;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido;5.04.10;Participação dos Acionistas não Controladores;0.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Participação dos Não Controladores;5.04.10;Participação dos Acionistas não Controladores;-5096.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Participação dos Não Controladores;5.04.10;Participação dos Acionistas não Controladores;55.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido Consolidado;5.04.10;Participação dos Acionistas não Controladores;-5096.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido Consolidado;5.04.10;Participação dos Acionistas não Controladores;55.0000000000;N
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Capital Social Integralizado;5.05;Resultado Abrangente Total;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Capital Social Integralizado;5.05;Resultado Abrangente Total;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.05;Resultado Abrangente Total;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.05;Resultado Abrangente Total;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.05;Resultado Abrangente Total;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Lucro;5.05;Resultado Abrangente Total;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Lucros ou Prejuízos Acumulados;5.05;Resultado Abrangente Total;-1198708.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Lucros ou Prejuízos Acumulados;5.05;Resultado Abrangente Total;-1550171.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Outros Resultados Abrangentes;5.05;Resultado Abrangente Total;126146.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Outros Resultados Abrangentes;5.05;Resultado Abrangente Total;10774.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido;5.05;Resultado Abrangente Total;-1072562.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido;5.05;Resultado Abrangente Total;-1539397.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Participação dos Não Controladores;5.05;Resultado Abrangente Total;-422.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Participação dos Não Controladores;5.05;Resultado Abrangente Total;-158.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Patrimônio Líquido Consolidado;5.05;Resultado Abrangente Total;-1072984.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Patrimônio Líquido Consolidado;5.05;Resultado Abrangente Total;-1539555.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Capital Social Integralizado;5.05.01;Lucro Líquido do Período;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Capital Social Integralizado;5.05.01;Lucro Líquido do Período;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.05.01;Lucro Líquido do Período;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-04-01;2020-03-31;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;5.05.01;Lucro Líquido do Período;0.0000000000;S
15.527.906/0001-36;2020-03-31;1;BIOSEV S.A.;022845;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;PENÚLTIMO;2018-04-01;2019-03-31;Reservas de Lucro;5.05.01;Lucro Líquido do Período;0.0000000000;S
